symbol,score,pir_median,window_hit_rate,low_vol_ratio,heavy_shadow_count,total_ignitions,max_1m_pump,positive_flow_ratio,avg_flow,avg_taker_buy_ratio,big_order_ratio,strong_up_moves,max_up_streak,avg_price_pct,volume_concentration,avg_upper_shadow,avg_lower_shadow,avg_price_vol_corr,volatility_ratio
LIGHT/USDT:USDT,64.1,9.236839051717704,0,0.196,8,4,12.641737032569367,0.47433333333333333,-4273.730734066666,0.4745235707121363,0.9997185817225549,4,7,-0.025004442987144715,0.528782919290477,0.11812530825651128,0.12937139701190647,-0.0709917794873252,1.0399900343225998
